"school" "sex" "age" "address" "famsize" "Pstatus" "Medu" "Fedu" "Mjob" "Fjob" "reason" "guardian" "traveltime" "studytime" "failures" "schoolsup" "famsup" "paid" "activities" "nursery" "higher" "internet" "romantic" "famrel" "freetime" "goout" "Dalc" "Walc" "health" "absences" "G1" "G2" "G3"
"11" 1 1 -1.41263368210802 1 1 1 1.35430866736508 0.674691892127685 0.340874242260653 0.74247584500121 -0.965176614107455 -0.965176614107455 0.540221881328045 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 1 0 1.10809055612431 0.826564818532502 -0.184473956786427 -0.518647805748966 -0.179052391193093 -0.346519000430031 -0.84870195457457 0.20925435068267 0.146755808942029 0.341833334659329
"12" 1 1 -1.41263368210802 1 1 0 -0.450114300866579 -0.238953378461888 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 1.23744991029943 -0.366459671690185 0 1 0 0 1 1 1 1 0.0956785018340271 1.77627944588676 -1.04096018472341 -0.518647805748966 -0.970011983356754 -0.346519000430031 -0.84870195457457 0.944472339567727 0.821239577311959 0.970254212517895
"13" 1 0 -0.616167355764591 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.921694152415296 0.927734417870528 0.927734417870528 -0.781288634823892 1.23744991029943 -0.366459671690185 0 1 0 1 1 1 1 0 -0.916733552456259 -1.07286443617602 -0.184473956786427 -0.518647805748966 -0.179052391193093 -1.03501745106612 1.64104265749138 0.576863345125199 0.483997693126994 0.656043773588612
"14" 1 1 0.180298970578843 1 1 1 0.452097183249251 -0.238953378461888 -0.300025676039335 -0.921694152415296 -0.965176614107455 -0.965176614107455 -0.781288634823892 -1.13324360206369 4.58618836649895 0 1 1 1 1 1 1 0 1.10809055612431 1.77627944588676 1.52849849908754 0.584084678436919 1.40286679313423 1.03047790084214 -0.350753032161379 -1.26118162708744 -1.20221172779783 -1.54342929891637
"15" 1 0 -0.616167355764591 1 1 1 -0.450114300866579 -0.238953378461888 -0.300025676039335 -0.921694152415296 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 1 0 0 0 1 1 0 -2.94155766103683 -1.07286443617602 -1.04096018472341 -0.518647805748966 0.611907200970569 1.03047790084214 0.645144812665002 -0.525963638202387 -0.190486075242936 0.0276228957300467
"16" 1 1 -1.41263368210802 1 1 1 -0.450114300866579 -0.238953378461888 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 1 0 0 1 1 1 0 0.0956785018340271 -1.07286443617602 -1.04096018472341 -0.518647805748966 -0.179052391193093 1.03047790084214 1.14309373507819 -0.158354643759859 0.146755808942029 0.0276228957300467
"17" 1 1 -1.41263368210802 1 1 1 1.35430866736508 -0.238953378461888 -0.940925594339322 -0.921694152415296 1.87418993385952 1.87418993385952 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 0 0 0 1 1 1 0 -1.92914560674654 -1.07286443617602 0.672012271150555 0.584084678436919 1.40286679313423 -1.7235159017022 -0.84870195457457 -0.158354643759859 -0.190486075242936 -0.286587543199236
"18" 1 1 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.921694152415296 0.927734417870528 0.927734417870528 0.540221881328045 0.0521031541178709 -0.366459671690185 0 1 0 1 1 1 1 0 0.0956785018340271 -0.123149808821762 -1.89744641266039 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.350753032161379 1.31208133401026 1.15848146149692 0.970254212517895
"19" 1 1 -1.41263368210802 1 0 1 0.452097183249251 0.674691892127685 0.98177416056064 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 0 0 1 0 1 1 0 1.10809055612431 -0.123149808821762 -1.04096018472341 -0.518647805748966 -0.970011983356754 -1.03501745106612 -0.84870195457457 0.576863345125199 0.146755808942029 0.0276228957300467
"20" 1 1 -1.41263368210802 1 0 1 1.35430866736508 0.674691892127685 0.340874242260653 -0.921694152415296 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 1.23744991029943 -0.366459671690185 0 1 0 1 1 1 1 0 1.10809055612431 0.826564818532502 -0.184473956786427 -0.518647805748966 -0.970011983356754 0.341979450206056 -0.84870195457457 0.944472339567727 0.821239577311959 0.656043773588612
"21" 1 0 -1.41263368210802 0 1 1 0.452097183249251 1.58833716271726 -0.300025676039335 -1.75377915112355 -0.965176614107455 -0.965176614107455 -0.781288634823892 1.23744991029943 -0.366459671690185 1 1 0 1 1 1 1 0 0.0956785018340271 -0.123149808821762 -1.04096018472341 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.350753032161379 -0.158354643759859 0.146755808942029 0.0276228957300467
"22" 1 0 -1.41263368210802 0 1 1 -0.450114300866579 -0.238953378461888 -1.58182551263931 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 -1.13324360206369 -0.366459671690185 1 1 0 1 1 1 0 0 0.0956785018340271 -0.123149808821762 -1.89744641266039 -0.518647805748966 -0.970011983356754 -1.03501745106612 1.14309373507819 0.944472339567727 0.483997693126994 0.0276228957300467
"23" 1 0 -0.616167355764591 1 0 1 -0.450114300866579 -0.238953378461888 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 0.540221881328045 0.0521031541178709 -0.366459671690185 0 1 0 1 0 1 1 1 -0.916733552456259 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.179052391193093 -0.346519000430031 2.88591496352436 -0.158354643759859 -0.190486075242936 -0.600797982128519
"24" 1 1 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.0896091537070427 -0.965176614107455 -0.965176614107455 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 1 1 1 1 0 0.0956785018340271 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.84870195457457 0.944472339567727 1.15848146149692 0.970254212517895
"25" 1 0 -0.616167355764591 1 0 0 0.452097183249251 0.674691892127685 0.98177416056064 -0.921694152415296 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 1 0 -1.92914560674654 -0.123149808821762 1.52849849908754 -0.518647805748966 1.40286679313423 -0.346519000430031 0.645144812665002 0.576863345125199 0.146755808942029 0.341833334659329
"26" 1 1 -0.616167355764591 1 1 1 1.35430866736508 0.674691892127685 -0.940925594339322 -0.921694152415296 0.927734417870528 0.927734417870528 -0.781288634823892 2.42279666648099 -0.366459671690185 0 0 0 1 1 1 1 0 0.0956785018340271 -1.07286443617602 -1.04096018472341 -0.518647805748966 -0.970011983356754 -1.03501745106612 -0.350753032161379 2.04729932289531 1.83296522986685 1.59867509037646
"27" 1 1 -1.41263368210802 1 1 1 1.35430866736508 -0.238953378461888 0.340874242260653 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 0 0 0.0956785018340271 -0.123149808821762 -0.184473956786427 0.584084678436919 -0.179052391193093 1.03047790084214 0.147195890251811 -0.158354643759859 0.146755808942029 0.341833334659329
"28" 1 0 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.0896091537070427 1.87418993385952 1.87418993385952 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 1 0 1 0 1 1 0 0.0956785018340271 0.826564818532502 0.672012271150555 -0.518647805748966 -0.970011983356754 -0.346519000430031 -0.350753032161379 0.576863345125199 0.146755808942029 0.0276228957300467
"29" 1 0 -1.41263368210802 1 0 1 1.35430866736508 -0.238953378461888 -0.940925594339322 0.74247584500121 1.87418993385952 1.87418993385952 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 1 0 0.0956785018340271 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.84870195457457 1.67969032845278 0.821239577311959 1.28446465144718
"30" 1 1 -1.41263368210802 1 0 0 1.35430866736508 -0.238953378461888 -0.940925594339322 -1.75377915112355 1.87418993385952 1.87418993385952 0.540221881328045 -1.13324360206369 -0.366459671690185 0 0 0 0 1 1 0 0 1.10809055612431 1.77627944588676 1.52849849908754 1.6868171626228 1.40286679313423 1.03047790084214 0.147195890251811 -0.525963638202387 -0.864969843612866 -0.915008421057801
"31" 1 0 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.921694152415296 -0.965176614107455 -0.965176614107455 -0.781288634823892 -1.13324360206369 -0.366459671690185 1 1 0 0 1 1 1 0 -0.916733552456259 -0.123149808821762 0.672012271150555 0.584084678436919 0.611907200970569 1.03047790084214 -0.84870195457457 0.576863345125199 0.146755808942029 0.0276228957300467
"32" 1 0 -0.616167355764591 1 1 0 -0.450114300866579 -1.15259864905146 0.98177416056064 0.74247584500121 1.87418993385952 1.87418993385952 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 0 0 1 1 1 1 1 1.10809055612431 -0.123149808821762 0.672012271150555 -0.518647805748966 -0.970011983356754 -1.03501745106612 -0.350753032161379 0.20925435068267 0.483997693126994 0.0276228957300467
"33" 1 1 -1.41263368210802 1 0 1 -1.35232578498241 -0.238953378461888 0.98177416056064 -2.5858641498318 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 1 0 1 1 1 1 0 0.0956785018340271 -0.123149808821762 -1.04096018472341 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.84870195457457 0.944472339567727 0.483997693126994 0.656043773588612
"34" 1 0 -0.616167355764591 1 1 1 1.35430866736508 -0.238953378461888 -0.300025676039335 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 1 0 1 1 1 0 0.0956785018340271 -1.07286443617602 -0.184473956786427 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.350753032161379 1.67969032845278 1.15848146149692 1.28446465144718
"35" 1 0 -0.616167355764591 0 1 1 1.35430866736508 1.58833716271726 -0.940925594339322 -0.0896091537070427 1.87418993385952 1.87418993385952 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 1 1 1 0 0 -1.92914560674654 0.826564818532502 0.672012271150555 0.584084678436919 0.611907200970569 0.341979450206056 -0.84870195457457 2.04729932289531 1.49572334568189 1.28446465144718
"36" 1 0 -0.616167355764591 1 0 1 -1.35232578498241 -0.238953378461888 0.98177416056064 -0.921694152415296 0.927734417870528 0.927734417870528 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 0 0 1 1 1 1 0 0.0956785018340271 0.826564818532502 -0.184473956786427 -0.518647805748966 -0.970011983356754 -1.7235159017022 -0.84870195457457 0.576863345125199 0.483997693126994 -0.600797982128519
"37" 1 0 -0.616167355764591 1 1 1 1.35430866736508 0.674691892127685 0.340874242260653 -1.75377915112355 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 1.23744991029943 -0.366459671690185 1 1 0 1 1 1 1 0 -0.916733552456259 0.826564818532502 0.672012271150555 0.584084678436919 1.40286679313423 0.341979450206056 -0.84870195457457 0.944472339567727 0.483997693126994 0.341833334659329
"38" 1 0 -1.41263368210802 1 0 1 1.35430866736508 0.674691892127685 -0.300025676039335 -0.921694152415296 0.927734417870528 0.927734417870528 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 0 0 1 1 1 1 1 0.0956785018340271 0.826564818532502 0.672012271150555 0.584084678436919 1.40286679313423 -1.03501745106612 -0.84870195457457 0.576863345125199 0.146755808942029 0.0276228957300467
"39" 1 1 -1.41263368210802 1 1 0 1.35430866736508 1.58833716271726 0.98177416056064 -0.921694152415296 0.927734417870528 0.927734417870528 -0.781288634823892 2.42279666648099 -0.366459671690185 0 1 0 1 0 1 1 1 -2.94155766103683 -0.123149808821762 -0.184473956786427 3.89228213099458 2.19382638529789 -0.346519000430031 -0.84870195457457 -0.158354643759859 0.146755808942029 0.0276228957300467
"40" 1 0 -0.616167355764591 1 1 1 0.452097183249251 -1.15259864905146 -0.300025676039335 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 2.42279666648099 -0.366459671690185 1 1 0 0 1 1 1 0 0.0956785018340271 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.179052391193093 1.03047790084214 -0.84870195457457 -0.525963638202387 -0.864969843612866 -0.600797982128519
"41" 1 0 -1.41263368210802 0 0 1 -0.450114300866579 -0.238953378461888 -0.940925594339322 -0.921694152415296 0.927734417870528 0.927734417870528 0.540221881328045 0.0521031541178709 -0.366459671690185 1 1 0 0 1 1 1 0 0.0956785018340271 -2.02257906353029 -0.184473956786427 -0.518647805748966 0.611907200970569 0.341979450206056 -0.84870195457457 -0.158354643759859 -0.527727959427901 -0.286587543199236
"42" 1 0 -1.41263368210802 0 0 1 0.452097183249251 -1.15259864905146 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 0.540221881328045 2.42279666648099 -0.366459671690185 0 1 0 0 0 1 1 0 0.0956785018340271 0.826564818532502 -1.04096018472341 0.584084678436919 0.611907200970569 -0.346519000430031 0.645144812665002 1.31208133401026 1.15848146149692 0.970254212517895
"43" 1 1 -0.616167355764591 1 1 1 0.452097183249251 -1.15259864905146 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 0.540221881328045 2.42279666648099 -0.366459671690185 0 1 0 0 1 1 1 0 0.0956785018340271 -0.123149808821762 -1.04096018472341 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.350753032161379 0.576863345125199 -0.190486075242936 -0.286587543199236
"44" 1 1 -1.41263368210802 1 1 1 1.35430866736508 -0.238953378461888 0.98177416056064 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 2.42279666648099 -0.366459671690185 0 0 0 0 1 1 1 0 -0.916733552456259 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 -0.346519000430031 -0.84870195457457 -0.158354643759859 -0.864969843612866 -0.600797982128519
"45" 1 0 -1.41263368210802 0 1 1 -1.35232578498241 -1.15259864905146 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 1 0 0 0 1 1 1 -0.916733552456259 -0.123149808821762 0.672012271150555 0.584084678436919 1.40286679313423 1.03047790084214 -0.350753032161379 0.576863345125199 -0.190486075242936 -0.286587543199236
"46" 1 1 -0.616167355764591 1 1 1 0.452097183249251 -1.15259864905146 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 0 0 1 1 1 0 0 1.10809055612431 -0.123149808821762 -1.04096018472341 0.584084678436919 -0.179052391193093 1.03047790084214 -0.84870195457457 0.576863345125199 0.483997693126994 0.656043773588612
"47" 1 0 -0.616167355764591 1 1 1 0.452097183249251 0.674691892127685 0.98177416056064 -0.921694152415296 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 1 0 1 1 1 1 0 0.0956785018340271 -0.123149808821762 -0.184473956786427 0.584084678436919 1.40286679313423 1.03047790084214 0.147195890251811 -0.158354643759859 -0.190486075242936 -0.286587543199236
"48" 1 1 -1.41263368210802 1 1 1 1.35430866736508 -2.06624391964104 0.340874242260653 0.74247584500121 -0.965176614107455 -0.965176614107455 0.540221881328045 2.42279666648099 -0.366459671690185 0 0 0 1 1 1 1 0 -0.916733552456259 0.826564818532502 -0.184473956786427 -0.518647805748966 -0.970011983356754 -1.7235159017022 -0.84870195457457 0.20925435068267 -0.190486075242936 -0.286587543199236
"49" 1 0 -0.616167355764591 1 1 1 -0.450114300866579 -0.238953378461888 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 2.42279666648099 -0.366459671690185 0 0 0 0 1 1 1 1 1.10809055612431 -1.07286443617602 -0.184473956786427 -0.518647805748966 0.611907200970569 -0.346519000430031 -0.599727493367975 0.576863345125199 0.483997693126994 0.341833334659329
"50" 1 1 0.180298970578843 1 1 1 -0.450114300866579 -1.15259864905146 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 0.540221881328045 -1.13324360206369 4.58618836649895 1 1 0 1 1 0 1 0 0.0956785018340271 1.77627944588676 -1.89744641266039 -0.518647805748966 -0.970011983356754 -0.346519000430031 -0.84870195457457 -0.893572632644916 -0.864969843612866 -0.600797982128519
"51" 1 1 -1.41263368210802 1 1 1 -0.450114300866579 0.674691892127685 0.98177416056064 -0.921694152415296 -0.965176614107455 -0.965176614107455 -0.781288634823892 -1.13324360206369 -0.366459671690185 1 1 0 1 0 1 1 1 -0.916733552456259 -1.07286443617602 -1.04096018472341 -0.518647805748966 0.611907200970569 -0.346519000430031 -0.84870195457457 -0.158354643759859 -0.190486075242936 0.0276228957300467
"52" 1 1 -1.41263368210802 1 1 1 -0.450114300866579 0.674691892127685 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 1.23744991029943 -0.366459671690185 1 0 0 0 0 1 1 0 1.10809055612431 -0.123149808821762 -1.04096018472341 -0.518647805748966 -0.179052391193093 1.03047790084214 -0.350753032161379 -0.525963638202387 -0.864969843612866 -0.915008421057801
"53" 1 0 -1.41263368210802 1 1 1 -1.35232578498241 -1.15259864905146 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 1 0 1 1 0 0.0956785018340271 -0.123149808821762 -1.04096018472341 0.584084678436919 0.611907200970569 0.341979450206056 -0.350753032161379 0.576863345125199 0.146755808942029 0.0276228957300467
"54" 1 0 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.921694152415296 0.927734417870528 0.927734417870528 0.540221881328045 0.0521031541178709 -0.366459671690185 0 0 0 0 1 1 1 1 0.0956785018340271 0.826564818532502 0.672012271150555 0.584084678436919 0.611907200970569 1.03047790084214 0.147195890251811 0.20925435068267 -0.190486075242936 0.0276228957300467
"55" 1 0 -1.41263368210802 1 1 1 1.35430866736508 -0.238953378461888 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 1.23744991029943 -0.366459671690185 0 1 0 1 1 1 1 0 1.10809055612431 -0.123149808821762 -0.184473956786427 -0.518647805748966 0.611907200970569 -1.7235159017022 0.147195890251811 1.31208133401026 1.15848146149692 0.970254212517895
"56" 1 1 -0.616167355764591 1 0 0 1.35430866736508 1.58833716271726 0.340874242260653 -1.75377915112355 0.927734417870528 0.927734417870528 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 0 0 0.0956785018340271 -2.02257906353029 -0.184473956786427 1.6868171626228 2.19382638529789 1.03047790084214 0.645144812665002 -0.893572632644916 -0.864969843612866 -0.600797982128519
"57" 1 0 -1.41263368210802 1 1 1 1.35430866736508 0.674691892127685 -0.300025676039335 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 0 0 1 1 1 1 0 0.0956785018340271 1.77627944588676 1.52849849908754 -0.518647805748966 0.611907200970569 -1.7235159017022 0.645144812665002 0.944472339567727 0.483997693126994 0.341833334659329
"58" 1 0 -0.616167355764591 1 0 1 0.452097183249251 -1.15259864905146 0.98177416056064 0.74247584500121 -0.0187210981184635 -0.0187210981184635 -0.781288634823892 0.0521031541178709 -0.366459671690185 1 1 0 0 1 1 0 0 -0.916733552456259 -0.123149808821762 -0.184473956786427 0.584084678436919 0.611907200970569 -1.03501745106612 -0.84870195457457 0.20925435068267 0.483997693126994 0.0276228957300467
"59" 1 0 -0.616167355764591 1 1 1 1.35430866736508 -0.238953378461888 0.340874242260653 -0.921694152415296 -0.0187210981184635 -0.0187210981184635 0.540221881328045 0.0521031541178709 -0.366459671690185 0 1 0 1 1 1 1 0 1.10809055612431 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 -1.7235159017022 -0.350753032161379 0.576863345125199 0.821239577311959 0.656043773588612
"60" 1 0 -1.41263368210802 0 1 1 -1.35232578498241 -1.15259864905146 -1.58182551263931 0.74247584500121 -0.0187210981184635 -0.0187210981184635 0.540221881328045 2.42279666648099 -0.366459671690185 1 1 1 1 1 1 1 0 -0.916733552456259 -2.02257906353029 -1.04096018472341 -0.518647805748966 -0.970011983356754 -1.7235159017022 0.147195890251811 0.576863345125199 0.483997693126994 0.341833334659329
"61" 1 1 -0.616167355764591 0 1 1 1.35430866736508 0.674691892127685 -0.300025676039335 0.74247584500121 0.927734417870528 0.927734417870528 0.540221881328045 -1.13324360206369 -0.366459671690185 1 1 1 1 0 1 1 0 -0.916733552456259 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 0.341979450206056 0.645144812665002 -0.893572632644916 -0.190486075242936 -0.286587543199236
"62" 1 0 -0.616167355764591 1 1 1 -0.450114300866579 -1.15259864905146 0.98177416056064 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 0 1 1 0 1 0.0956785018340271 -0.123149808821762 1.52849849908754 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.84870195457457 0.576863345125199 0.146755808942029 0.0276228957300467
"63" 1 0 -0.616167355764591 1 1 1 1.35430866736508 1.58833716271726 0.98177416056064 0.74247584500121 0.927734417870528 0.927734417870528 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 0 0 1 0 1 1 0 1.10809055612431 -0.123149808821762 0.672012271150555 -0.518647805748966 -0.179052391193093 -1.7235159017022 0.147195890251811 0.20925435068267 0.483997693126994 0.341833334659329
"64" 1 1 -0.616167355764591 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 -0.0896091537070427 1.87418993385952 1.87418993385952 -0.781288634823892 1.23744991029943 -0.366459671690185 0 1 0 1 1 1 1 1 0.0956785018340271 0.826564818532502 -0.184473956786427 -0.518647805748966 -0.970011983356754 0.341979450206056 -0.84870195457457 1.67969032845278 1.49572334568189 1.28446465144718
"65" 1 1 -1.41263368210802 1 1 1 1.35430866736508 1.58833716271726 -0.300025676039335 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 -1.13324360206369 -0.366459671690185 0 1 1 1 0 1 1 0 1.10809055612431 -0.123149808821762 -0.184473956786427 -0.518647805748966 -0.970011983356754 1.03047790084214 -0.350753032161379 0.20925435068267 0.483997693126994 0.0276228957300467
"66" 1 0 -1.41263368210802 1 1 1 0.452097183249251 -0.238953378461888 -0.300025676039335 0.74247584500121 -0.0187210981184635 -0.0187210981184635 0.540221881328045 0.0521031541178709 -0.366459671690185 1 1 0 0 1 1 1 0 0.0956785018340271 -0.123149808821762 1.52849849908754 -0.518647805748966 -0.970011983356754 -1.03501745106612 2.88591496352436 -0.158354643759859 -0.527727959427901 -0.600797982128519
"67" 1 1 -1.41263368210802 1 1 0 0.452097183249251 1.58833716271726 -0.300025676039335 0.74247584500121 -0.965176614107455 -0.965176614107455 -0.781288634823892 0.0521031541178709 -0.366459671690185 0 1 0 1 1 1 1 0 1.10809055612431 0.826564818532502 0.672012271150555 -0.518647805748966 -0.970011983356754 -1.7235159017022 -0.84870195457457 1.67969032845278 1.49572334568189 1.28446465144718
